w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;O;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;w;w;w;w;w;w;w;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;w;w;w;w;w;w;w;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;w;w;.;.;.;w;w;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;w;w;.;F;.;w;w;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;w;w;.;.;.;w;w;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;w;w;w;w;w;w;w;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;w;w;w;w;w;w;w;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;P;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w
