w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;.;w;w;w;w;w;w;w;.;w;w;w;.;w;w;w;w;w;w;w;.;w
w;.;w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w;.;w
w;.;w;.;w;.;w;w;w;w;w;.;w;w;w;w;w;.;w;.;w;.;w
w;.;w;.;w;.;.;.;.;.;.;.;.;.;.;.;.;.;w;.;w;.;w
w;.;O;.;w;.;w;w;w;.;w;w;w;.;w;w;w;.;w;.;O;.;w
w;.;w;.;w;.;w;.;.;.;.;.;.;.;.;.;w;.;w;.;w;.;w
w;.;w;.;.;.;w;.;w;.;.;.;.;.;w;.;w;.;.;.;w;.;w
w;.;w;.;w;.;w;.;w;.;.;P;.;.;w;.;w;.;w;.;w;.;w
w;.;w;.;w;.;.;.;w;.;.;.;.;.;w;.;.;.;w;.;w;.;w
w;.;w;.;w;.;w;.;w;w;w;w;w;w;w;.;w;.;w;.;w;.;w
w;.;w;.;w;.;w;.;.;.;.;.;.;.;.;.;w;.;w;.;w;.;w
w;.;w;.;w;.;w;.;w;w;w;w;w;w;w;.;w;.;w;.;w;.;w
w;.;w;.;w;.;w;.;w;.;.;.;.;.;w;.;w;.;w;.;w;.;w
w;.;.;.;.;.;O;.;w;.;.;F;.;.;w;.;O;.;.;.;.;.;w
w;.;w;.;w;.;w;.;w;.;.;.;.;.;w;.;w;.;w;.;w;.;w
w;.;w;.;w;.;w;.;.;.;.;.;.;.;.;.;w;.;w;.;w;.;w
w;.;w;.;w;.;w;w;.;w;w;.;w;w;.;w;w;.;w;.;w;.;w
w;.;w;.;w;.;.;.;.;.;.;.;.;.;.;.;.;.;w;.;w;.;w
w;.;w;.;w;.;w;w;w;w;w;.;w;w;w;w;w;.;w;.;w;.;w
w;.;w;.;O;.;.;.;.;.;.;.;.;.;.;.;.;.;O;.;w;.;w
w;.;w;w;w;.;w;w;w;w;w;.;w;w;w;w;w;.;w;w;w;.;w
w;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;w
w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w
